[1.0, 0.12526315789473683, 0.4092857142857143]
[0.0, 0.1341353383458647, 0.25]
[0.0, 0.2380451127819549, 0.0625]
[0.0, 0.11909774436090229, 0.4107142857142857]
[1.0, 0.09654135338345869, 0.29178571428571426]
[0.0, 0.03127819548872181, 0.02089285714285714]
[1.0, 0.05518796992481206, 0.23214285714285715]
[0.0, 0.6754887218045112, 0.15928571428571428]
[1.0, 0.21172932330827063, 0.03571428571428571]
[0.0, 0.6315789473684209, 0.25285714285714284]
[1.0, 0.2969924812030076, 0.0625]
[1.0, 0.41609022556390973, 0.17857142857142855]
[1.0, 0.10406015037593988, 0.04464285714285714]
[1.0, 0.3183458646616541, 0.17857142857142855]
[1.0, 0.6741353383458646, 0.09678571428571427]
[1.0, 0.5162406015037594, 0.2157142857142857]
[1.0, 0.2380451127819549, 0.16071428571428573]
[0.0, 0.07774436090225566, 0.32142857142857145]
[1.0, 0.09398496240601505, 0.04464285714285714]
[0.0, 0.1303759398496241, 0.20232142857142857]
[0.0, 0.21684210526315792, 0.02089285714285714]
[0.0, 0.08150375939849627, 0.02089285714285714]
[1.0, 0.4123308270676692, 0.047678571428571424]
[1.0, 0.41849624060150376, 0.0625]
[1.0, 0.08646616541353384, 0.3423214285714286]
[1.0, 0.2857142857142857, 0.05357142857142857]
[1.0, 0.13157894736842105, 0.004464285714285713]
[1.0, 0.29203007518797, 0.10857142857142855]
[0.0, 0.254436090225564, 0.4285714285714285]
[1.0, 0.14030075187969923, 0.08928571428571427]
[1.0, 0.19924812030075184, 0.026785714285714284]
[0.0, 0.10030075187969928, 0.375]
[1.0, 0.5801503759398496, 0.049107142857142856]
[1.0, 0.14030075187969923, 0.4107142857142857]
[1.0, 0.43729323308270673, 0.04464285714285714]
[1.0, 0.9184962406015038, 0.6785714285714286]
[1.0, 0.16917293233082703, 0.44642857142857145]
[1.0, 0.3884210526315789, 0.4969642857142857]
[0.0, 0.5112781954887218, 0.2857142857142857]
[0.0, 0.5063157894736843, 0.10714285714285712]
[1.0, 0.1416541353383459, 0.0]
[1.0, 0.13278195488721803, 0.05357142857142857]
[1.0, 0.19548872180451127, 0.04017857142857143]
[1.0, 0.7455639097744362, 0.019285714285714288]
[1.0, 0.15037593984962405, 0.01482142857142857]
[0.0, 0.10526315789473684, 0.3660714285714285]
[0.0, 0.16165413533834583, 0.0625]
[1.0, 0.03639097744360905, 0.0014285714285714284]
[0.0, 0.23684210526315788, 0.07142857142857142]
[0.0, 0.5876691729323308, 0.5357142857142857]
[1.0, 0.2793984962406015, 0.125]
[1.0, 0.1102255639097744, 0.14732142857142855]
[1.0, 0.21684210526315792, 0.004464285714285713]
[1.0, 0.07894736842105263, 0.0625]
[1.0, 0.20796992481203003, 0.11607142857142856]
[1.0, 0.21172932330827063, 0.05357142857142857]
[1.0, 0.3947368421052632, 0.23214285714285715]
[0.0, 0.3545864661654135, 0.08928571428571427]
[1.0, 0.4323308270676692, 0.17553571428571427]
[1.0, 0.6466165413533833, 0.4375]
[1.0, 0.442406015037594, 0.17857142857142855]
[0.0, 0.15037593984962405, 0.025357142857142852]
[1.0, 0.07142857142857142, 0.07142857142857142]
[0.0, 0.4072180451127819, 0.125]
[0.0, 0.16165413533834583, 0.017857142857142856]
[1.0, 0.424812030075188, 0.3496428571428571]
[0.0, 0.08646616541353384, 0.005892857142857143]
[1.0, 0.11654135338345864, 0.4107142857142857]
[1.0, 0.2631578947368421, 0.10125]
[1.0, 0.20300751879699247, 0.056607142857142856]
[1.0, 0.5263157894736842, 0.9405357142857144]
[0.0, 0.25067669172932333, 0.049107142857142856]
[1.0, 0.23563909774436087, 0.04464285714285714]
[1.0, 0.21804511278195488, 0.18]
[1.0, 0.3984962406015037, 0.7678571428571429]
[1.0, 0.34210526315789475, 0.15178571428571427]
[1.0, 0.17789473684210524, 0.011964285714285715]
[1.0, 0.24180451127819544, 0.125]
[1.0, 0.14030075187969923, 0.0]
[0.0, 0.2769924812030076, 0.05214285714285714]
[1.0, 0.1717293233082707, 0.125]
[0.0, 0.3221052631578948, 0.13392857142857142]
[0.0, 0.07263157894736838, 0.35714285714285715]
[1.0, 0.3935338345864662, 0.17857142857142855]
[1.0, 0.14541353383458647, 0.03571428571428571]
[1.0, 0.35834586466165413, 0.0]
[0.0, 0.16541353383458643, 0.48803571428571424]
[0.0, 0.5, 0.4642857142857143]
[1.0, 0.3070676691729324, 0.1875]
[1.0, 0.1266165413533835, 0.02089285714285714]
[1.0, 0.21052631578947367, 0.046071428571428576]
[1.0, 0.43609022556390975, 0.14589285714285713]
[1.0, 0.22436090225563912, 0.5178571428571429]
[1.0, 0.33834586466165406, 0.17857142857142855]
[0.0, 0.06646616541353385, 0.35714285714285715]
[1.0, 0.11278195488721804, 0.05357142857142857]
[0.0, 0.3784962406015038, 0.05946428571428571]
