[1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]
[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.472725, 0.645455, 0.645455]
[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.535165, 0.978565, 0.5732200000000001]
[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.466955, 0.48132, 0.52155]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.925055, 0.32221, 0.888405]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.471465, 0.911685, 0.44701]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.726085, 0.86149, 0.76142]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.71967, 0.8189349999999999, 0.502755]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.52987, 0.77922, 0.44026]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.297205]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4611, 0.84535, 0.56262]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.962265, 0.16691999999999996, 0.89383]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.444445, 1.0, 0.38889]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.8059050000000002, 0.03058999999999995, 0.597045]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.70099, 0.881105, 0.70276]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.598255, 1.0, 0.60164]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.548545, 0.823625, 0.57929]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.522725, 0.8967149999999998, 0.54218]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.5, 0.89928, 0.52514]
[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.30914, 0.5, 0.5]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.364865, 0.756755, 0.5]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.53904, 0.946615, 0.55173]
[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.512875, 0.495575, 0.51363]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.411225, 0.798775, 0.275275]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.559745, 0.940255, 0.46938]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8135949999999998, 0.71635, 0.87338]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.685535, 0.92125, 0.734495]
[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.5, 0.9278550000000002, 0.46643]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.50665, 0.81929, 0.41907]
[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6438900000000001, 1.0, 0.693215]
[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.411765, 0.985295, 0.57353]
