[1.0, 0.029411764705882353, 4.0, 0.054945054945054944, 5.0]
[2.0, 0.6470588235294118, 2.0, 0.31868131868131866, 1.0]
[4.0, 0.1176470588235294, 4.0, 0.1043956043956044, 1.0]
[1.0, 0.5588235294117647, 2.0, 0.42307692307692313, 1.0]
[1.0, 0.29411764705882354, 3.0, 0.2582417582417582, 1.0]
[4.0, 0.4705882352941176, 2.0, 0.48901098901098894, 5.0]
[4.0, 0.29411764705882354, 2.0, 0.14285714285714285, 3.0]
[2.0, 0.4705882352941176, 2.0, 0.36813186813186816, 1.0]
[4.0, 0.1176470588235294, 2.0, 0.15934065934065933, 4.0]
[2.0, 0.38235294117647056, 4.0, 0.27472527472527475, 1.0]
[2.0, 0.1176470588235294, 2.0, 0.06043956043956044, 1.0]
[1.0, 0.6470588235294118, 2.0, 0.22527472527472528, 1.0]
[2.0, 0.1176470588235294, 2.0, 0.07692307692307693, 1.0]
[1.0, 0.29411764705882354, 4.0, 0.054945054945054944, 1.0]
[1.0, 0.16176470588235295, 2.0, 0.06593406593406594, 1.0]
[1.0, 0.29411764705882354, 2.0, 0.06043956043956044, 2.0]
[4.0, 0.29411764705882354, 4.0, 0.12087912087912088, 5.0]
[1.0, 0.38235294117647056, 0.0, 0.4340659340659341, 5.0]
[2.0, 0.29411764705882354, 2.0, 0.6813186813186812, 1.0]
[4.0, 0.29411764705882354, 2.0, 0.17582417582417584, 3.0]
[4.0, 0.07352941176470588, 4.0, 0.1043956043956044, 1.0]
[1.0, 0.029411764705882353, 2.0, 0.13186813186813187, 3.0]
[1.0, 0.08823529411764705, 4.0, 0.10989010989010987, 1.0]
[2.0, 0.1176470588235294, 4.0, 0.0879120879120879, 2.0]
[4.0, 0.08823529411764705, 4.0, 0.1043956043956044, 5.0]
[1.0, 0.029411764705882353, 2.0, 0.06593406593406594, 1.0]
[4.0, 0.029411764705882353, 0.0, 0.010989010989010988, 1.0]
[3.0, 0.1176470588235294, 1.0, 0.010989010989010988, 4.0]
[2.0, 0.044117647058823525, 2.0, 0.12087912087912088, 1.0]
[1.0, 0.8235294117647057, 3.0, 0.36263736263736257, 1.0]
[2.0, 0.2058823529411765, 2.0, 0.09340659340659341, 4.0]
[1.0, 0.29411764705882354, 2.0, 0.2087912087912088, 1.0]
[2.0, 0.2058823529411765, 2.0, 0.3131868131868132, 2.0]
[4.0, 0.1176470588235294, 4.0, 0.06043956043956044, 5.0]
[3.0, 0.1176470588235294, 2.0, 0.07142857142857142, 1.0]
[2.0, 0.6029411764705882, 4.0, 0.2472527472527473, 1.0]
[4.0, 0.6470588235294118, 4.0, 0.32417582417582413, 1.0]
[3.0, 0.2058823529411765, 2.0, 0.1043956043956044, 1.0]
